"","x1_age","x2_job","x3_marital","x4_education","x5_default","x6_housing","x7_loan","x8_contact","x9_month","x10_weekday","x11_duration","x12_campaign","x13_pdays","x14_previous","x15_poutcome","x16_empvar.rate","x17_consprice.idx","x18_consconf.idx","x19_euribor3m","x20_nr.employed","y_subscribe"
"1969",39,"blue-collar","divorced","basic.9y","no","yes","no","cellular","may","thu",170,7,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"1970",30,"blue-collar","single","basic.4y","no","no","no","telephone","may","thu",41,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"1971",54,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","fri",129,5,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
"1972",54,"management","married","university.degree","no","no","no","cellular","jul","mon",798,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,1
"1973",44,"blue-collar","married","high.school","unknown","yes","no","cellular","apr","thu",253,1,999,1,"failure",-1.8,93.075,-47.1,1.41,5099.1,0
"1974",30,"admin.","single","university.degree","no","no","no","cellular","aug","tue",145,5,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"1975",33,"admin.","single","university.degree","no","no","no","cellular","aug","fri",398,5,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1976",40,"technician","married","professional.course","no","yes","no","cellular","may","wed",32,5,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,0
"1977",48,"blue-collar","divorced","professional.course","no","yes","no","cellular","nov","mon",219,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,0
"1978",25,"services","divorced","high.school","no","no","no","telephone","may","fri",72,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"1979",45,"management","divorced","university.degree","no","no","no","telephone","may","mon",19,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1980",28,"technician","single","university.degree","no","yes","no","cellular","jul","wed",115,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"1981",39,"student","single","unknown","no","yes","no","cellular","jun","fri",474,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.224,5076.2,1
"1982",29,"self-employed","married","university.degree","no","yes","yes","cellular","nov","fri",729,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,1
"1983",52,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","tue",29,16,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"1984",30,"technician","single","university.degree","no","unknown","unknown","cellular","apr","mon",112,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
"1985",31,"housemaid","single","university.degree","no","yes","no","cellular","aug","tue",348,1,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,0
"1986",58,"unemployed","married","basic.9y","no","no","yes","cellular","oct","tue",49,1,999,2,"failure",-3.4,92.431,-26.9,0.742,5017.5,0
"1987",36,"entrepreneur","married","university.degree","no","yes","no","telephone","may","fri",139,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,0
"1988",28,"technician","single","professional.course","no","yes","no","cellular","jul","mon",1002,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,1
"1989",58,"retired","married","professional.course","no","no","no","cellular","aug","wed",135,7,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1990",51,"blue-collar","married","basic.4y","no","yes","no","cellular","may","mon",77,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
"1991",31,"blue-collar","married","basic.9y","no","yes","yes","telephone","may","mon",629,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"1992",42,"services","married","high.school","no","yes","yes","telephone","apr","fri",73,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"1993",33,"admin.","single","high.school","no","yes","no","cellular","may","thu",30,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,0
"1994",36,"management","single","university.degree","no","yes","no","cellular","may","wed",38,1,999,2,"failure",-1.8,92.893,-46.2,1.334,5099.1,0
"1995",46,"management","divorced","basic.4y","no","no","no","telephone","jul","wed",201,5,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"1996",53,"services","married","high.school","unknown","no","no","telephone","may","thu",203,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"1997",41,"management","married","university.degree","no","yes","no","cellular","aug","thu",789,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"1998",44,"management","married","basic.9y","no","yes","no","cellular","aug","wed",244,4,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"1999",47,"blue-collar","married","basic.4y","no","yes","no","telephone","may","tue",77,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2000",57,"retired","married","university.degree","no","yes","no","cellular","aug","wed",187,1,999,1,"failure",-2.9,92.201,-31.4,0.834,5076.2,0
"2001",48,"admin.","married","high.school","no","no","no","cellular","jul","fri",145,2,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,0
"2002",41,"housemaid","married","basic.4y","no","yes","no","telephone","aug","fri",116,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"2003",58,"management","married","basic.6y","no","no","no","telephone","may","tue",342,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2004",48,"blue-collar","married","basic.9y","no","yes","no","cellular","aug","tue",335,3,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"2005",46,"management","married","basic.9y","unknown","yes","no","telephone","jun","tue",495,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"2006",28,"blue-collar","single","basic.9y","no","no","no","telephone","jun","tue",550,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"2007",32,"blue-collar","single","basic.4y","no","yes","yes","telephone","jun","mon",156,1,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"2008",30,"unemployed","single","basic.9y","no","yes","no","cellular","nov","tue",537,1,999,0,"nonexistent",-3.4,92.649,-30.1,0.72,5017.5,1
"2009",31,"services","married","basic.9y","no","yes","no","cellular","apr","mon",1030,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
"2010",35,"admin.","married","high.school","no","yes","no","telephone","jun","wed",55,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,0
"2011",41,"blue-collar","married","basic.9y","unknown","yes","no","telephone","jun","fri",513,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,0
"2012",52,"retired","divorced","university.degree","no","no","no","cellular","aug","thu",427,1,15,1,"success",-2.9,92.201,-31.4,0.883,5076.2,1
"2013",32,"technician","married","professional.course","no","no","no","cellular","aug","wed",67,4,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,0
"2014",43,"technician","single","professional.course","unknown","yes","no","cellular","jul","tue",265,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"2015",25,"admin.","single","high.school","no","no","no","cellular","jul","wed",114,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"2016",55,"admin.","divorced","high.school","no","yes","no","cellular","aug","tue",244,2,6,3,"success",-1.7,94.027,-38.3,0.904,4991.6,1
"2017",36,"admin.","single","university.degree","no","yes","yes","telephone","jun","tue",78,3,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,0
"2018",57,"blue-collar","married","basic.9y","no","no","no","cellular","mar","fri",698,1,999,0,"nonexistent",-1.8,93.369,-34.8,0.636,5008.7,0
"2019",31,"admin.","single","high.school","no","no","no","cellular","nov","wed",511,1,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,1
"2020",54,"retired","divorced","basic.4y","no","no","no","telephone","jun","mon",157,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,0
"2021",32,"services","single","unknown","unknown","no","no","cellular","jul","tue",981,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
"2022",59,"retired","married","basic.9y","unknown","no","no","telephone","may","mon",211,2,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"2023",50,"technician","single","professional.course","no","yes","yes","cellular","jun","thu",160,1,999,1,"failure",-2.9,92.963,-40.8,1.26,5076.2,1
"2024",23,"student","single","high.school","no","no","yes","cellular","sep","thu",409,2,3,2,"success",-1.1,94.199,-37.5,0.878,4963.6,1
"2025",37,"admin.","single","university.degree","no","no","yes","cellular","aug","mon",103,3,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,0
"2026",46,"admin.","married","high.school","no","no","no","cellular","apr","mon",194,3,999,0,"nonexistent",-1.8,93.749,-34.6,0.645,5008.7,1
"2027",31,"services","single","high.school","no","yes","yes","cellular","apr","mon",289,3,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"2028",32,"student","single","university.degree","no","yes","no","cellular","apr","mon",712,4,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,1
"2029",45,"admin.","married","unknown","unknown","yes","no","cellular","jul","thu",92,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"2030",39,"blue-collar","married","basic.4y","unknown","yes","no","cellular","may","mon",652,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"2031",54,"housemaid","married","unknown","no","yes","no","cellular","apr","fri",105,1,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,0
"2032",47,"services","married","basic.9y","no","yes","no","cellular","apr","thu",561,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.41,5099.1,0
"2033",41,"technician","single","professional.course","no","no","no","cellular","nov","mon",64,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"2034",28,"admin.","single","high.school","no","no","yes","cellular","jul","mon",157,3,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"2035",57,"services","married","high.school","unknown","yes","no","cellular","apr","mon",157,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,0
"2036",48,"technician","married","professional.course","no","no","no","cellular","apr","wed",95,1,999,1,"failure",-1.8,93.075,-47.1,1.445,5099.1,0
"2037",55,"technician","married","professional.course","no","no","no","cellular","nov","fri",182,1,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,0
"2038",27,"admin.","single","high.school","no","yes","no","cellular","jul","thu",340,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"2039",55,"technician","married","professional.course","no","no","no","telephone","may","tue",58,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"2040",34,"entrepreneur","married","professional.course","no","yes","no","cellular","jul","thu",109,4,999,0,"nonexistent",1.4,93.918,-42.7,4.958,5228.1,0
"2041",57,"retired","married","high.school","unknown","yes","no","telephone","may","thu",278,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"2042",48,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",136,1,999,1,"failure",-2.9,92.963,-40.8,1.215,5076.2,0
"2043",32,"management","single","university.degree","no","no","yes","cellular","mar","thu",167,1,999,0,"nonexistent",-1.8,92.843,-50,1.584,5099.1,1
"2044",58,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",97,6,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"2045",27,"blue-collar","single","basic.6y","no","no","no","cellular","jul","tue",1508,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,1
"2046",30,"technician","single","university.degree","unknown","no","no","telephone","may","wed",187,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2047",29,"management","married","university.degree","no","no","no","cellular","nov","fri",83,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,0
"2048",35,"technician","single","university.degree","no","yes","no","cellular","may","tue",200,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,0
"2049",43,"technician","single","university.degree","no","yes","no","telephone","may","wed",255,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"2050",48,"blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","thu",122,1,999,0,"nonexistent",1.4,93.444,-36.1,4.968,5228.1,0
"2051",38,"technician","married","university.degree","no","no","no","cellular","jun","wed",539,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.26,5076.2,1
"2052",34,"admin.","married","university.degree","no","yes","yes","cellular","aug","mon",87,3,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"2053",51,"self-employed","married","high.school","no","yes","no","cellular","aug","fri",8,6,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"2054",36,"services","married","high.school","no","yes","yes","cellular","sep","wed",569,3,999,0,"nonexistent",-3.4,92.379,-29.8,0.781,5017.5,1
"2055",51,"blue-collar","married","basic.4y","no","unknown","unknown","telephone","may","mon",162,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,0
"2056",30,"self-employed","single","university.degree","no","yes","no","telephone","may","thu",244,2,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"2057",35,"management","single","university.degree","no","unknown","unknown","cellular","may","mon",246,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,0
"2058",46,"services","married","high.school","unknown","no","no","cellular","apr","mon",270,2,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"2059",35,"admin.","married","high.school","no","yes","no","cellular","jul","wed",273,2,15,1,"success",-1.7,94.215,-40.3,0.802,4991.6,1
"2060",38,"technician","single","professional.course","no","no","no","telephone","may","fri",214,2,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,0
"2061",41,"management","married","high.school","no","no","no","telephone","may","wed",263,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2062",46,"technician","divorced","basic.4y","unknown","yes","no","cellular","nov","tue",262,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
"2063",42,"self-employed","married","unknown","no","yes","no","telephone","jun","tue",60,3,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,0
"2064",35,"admin.","married","basic.9y","no","yes","no","cellular","jul","tue",274,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"2065",37,"admin.","divorced","university.degree","unknown","yes","no","cellular","may","wed",291,8,999,1,"failure",-1.8,92.893,-46.2,1.281,5099.1,0
"2066",54,"technician","divorced","university.degree","no","no","no","cellular","may","wed",91,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.334,5099.1,0
"2067",31,"blue-collar","single","basic.4y","unknown","yes","no","cellular","jul","mon",153,3,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"2068",58,"management","married","unknown","no","no","no","cellular","nov","mon",114,1,999,0,"nonexistent",-0.1,93.2,-42,4.191,5195.8,0
"2069",32,"services","married","basic.6y","unknown","yes","no","telephone","nov","tue",162,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,0
"2070",42,"admin.","single","high.school","no","no","no","telephone","jul","thu",229,4,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"2071",40,"entrepreneur","married","basic.9y","no","no","no","telephone","may","wed",128,3,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,0
"2072",43,"entrepreneur","married","high.school","no","yes","no","cellular","apr","thu",90,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.435,5099.1,0
"2073",42,"technician","married","high.school","no","no","no","telephone","may","mon",361,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2074",40,"technician","single","professional.course","no","yes","no","cellular","apr","mon",250,1,999,1,"failure",-1.8,93.075,-47.1,1.405,5099.1,0
"2075",36,"technician","married","professional.course","no","no","no","telephone","jun","wed",183,9,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"2076",30,"self-employed","married","university.degree","no","no","no","cellular","may","mon",107,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.354,5099.1,0
"2077",28,"admin.","married","university.degree","no","yes","no","telephone","may","fri",101,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2078",34,"admin.","single","university.degree","no","yes","no","cellular","aug","mon",103,4,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,0
"2079",40,"technician","married","basic.9y","no","yes","no","telephone","may","thu",74,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,0
"2080",31,"admin.","married","university.degree","no","no","no","telephone","jun","thu",256,2,999,0,"nonexistent",1.4,94.465,-41.8,4.866,5228.1,0
"2081",50,"housemaid","married","basic.9y","unknown","unknown","unknown","telephone","may","wed",66,7,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2082",51,"entrepreneur","married","professional.course","no","no","no","telephone","jun","wed",127,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,0
"2083",52,"blue-collar","divorced","basic.9y","unknown","yes","yes","cellular","jul","mon",410,1,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,0
"2084",32,"blue-collar","divorced","basic.6y","unknown","yes","no","cellular","jul","wed",97,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"2085",40,"blue-collar","married","basic.6y","unknown","yes","no","cellular","nov","thu",142,3,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,0
"2086",35,"admin.","married","high.school","no","no","no","cellular","jul","fri",213,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,0
"2087",24,"services","single","high.school","no","yes","no","cellular","jul","thu",860,2,9,2,"failure",-1.7,94.215,-40.3,0.884,4991.6,1
"2088",26,"admin.","divorced","high.school","no","yes","no","telephone","jun","mon",50,1,999,0,"nonexistent",1.4,94.465,-41.8,4.96,5228.1,0
"2089",24,"services","single","high.school","no","yes","no","telephone","may","fri",654,1,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,1
"2090",25,"admin.","married","university.degree","no","yes","no","cellular","jun","mon",457,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.215,5076.2,0
"2091",47,"admin.","married","high.school","unknown","no","no","cellular","jul","tue",96,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,0
"2092",46,"admin.","single","high.school","unknown","yes","no","telephone","may","tue",182,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,0
"2093",24,"services","single","professional.course","no","yes","no","cellular","jul","wed",55,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,0
"2094",35,"student","single","high.school","no","no","yes","telephone","may","fri",2680,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,1
